event_start, event_dt, event_stats[0], event_stats[1], event_stats[2]
882133,4,1,8,28
882216,7,6,53,181
882325,7,1,10,46
882360,6,2,15,58
882378,11,62,532,2297
882457,10,263,2748,11232
882603,7,1,9,34
882623,8,40,328,1263
882707,10,547,6412,21635
882868,13,226,2009,8799
882953,12,562,6065,23909
883097,8,820,8717,34961
883119,7,3,26,87
883201,10,616,6888,24834
883364,12,334,2963,11799
883447,8,186,2027,7098
883590,10,615,6599,25865
883696,7,4,29,104
883840,2,1,7,27
883859,9,30,251,989
883939,10,221,2319,9018
884085,7,396,4303,15093
884104,6,30,268,866
884188,10,246,2558,8846
884332,5,1,11,34
884354,3,1,11,35
884432,9,348,3657,13158
884578,8,286,2805,10879
884597,6,9,83,261
884681,8,232,2189,7563
884842,11,97,815,3384
884925,14,1032,10414,42852
885155,29,947,8136,34208
885198,8,2,17,62
885215,29,328,2970,16301
885365,14,169,1519,6712
885393,10,77,690,2431
885409,8,2,16,65
885426,10,197,2136,9894
885449,15,55,505,2369
885467,6,7,71,282
885544,7,14,143,613
885583,26,147,1226,4696
885650,19,98,776,3215
885793,13,120,1109,4897
885816,14,112,1021,4072
885849,18,248,2538,13091
885876,14,98,975,5065
886000,7,1,9,35
886014,27,227,2036,8536
886053,6,2,20,57
886068,31,408,3880,19111
886245,16,1085,10081,45778
886266,14,400,3559,15229
886301,2,2,16,60
886316,6,848,8237,31293
886360,24,2493,46429,341879
886485,21,1530,13925,71663
886519,18,393,3394,16029
886544,6,80,696,2619
886562,7,370,3309,12625
886606,25,2552,37239,295260
886746,32,710,5986,29899
886795,2,1,12,40
886808,6,574,5172,19196
886854,22,2274,30345,169018
886978,20,238,2044,9550
887009,21,907,8543,38772
887038,7,172,1716,7041
887055,9,1072,11534,63622
887097,25,2587,38839,277018
887206,10,18,275,1544
887235,41,1223,11578,55726
887286,4,11,103,378
887302,7,8,67,262
887348,21,2359,36608,180432
887386,10,18,212,776
887450,10,47,630,3386
887472,23,1007,8705,40959
887513,11,399,3587,16814
887533,5,31,257,898
887548,7,918,8910,38992
887588,9,47,596,3184
887599,19,1744,18751,109349
887728,12,45,373,1399
887744,13,408,3811,15578
887760,8,12,104,394
887779,4,4,33,108
887794,6,214,1667,6573
887841,22,2458,44856,336284
887964,21,1532,13541,56208
888001,14,33,282,1192
888024,6,27,250,903
888043,6,333,2531,9906
888087,25,2922,46441,361022
888221,12,682,6153,26103
888239,13,202,1889,7726
888254,4,1,8,28
888291,1,1,6,24
888334,24,2455,46370,350590
888459,19,286,2513,10706
888493,16,468,4077,18057
888518,6,34,289,1118
888535,7,1172,15943,97401
888578,26,2611,40910,281962
888713,14,555,4457,19721
888732,18,194,1737,7167
888766,4,2,15,53
888785,2,1,7,25
888826,24,2354,30247,201516
888952,21,965,8523,36702
888986,16,218,1859,7410
889011,8,91,874,3278
889028,9,1215,13654,80539
889071,26,2294,30873,204052
889208,28,925,9288,37643
889266,4,1,11,43
889321,23,2490,46068,369007
889445,20,452,4161,17643
889480,14,100,813,3172
889503,8,110,1049,3864
889565,25,2759,36844,229311
889702,39,606,5216,23106
889771,4,91,638,2376
889816,18,2211,26411,152175
889938,21,1260,10887,47629
889970,21,258,2221,9288
889997,7,147,1423,5609
890015,8,1093,13141,74584
890058,26,2474,35740,239719
890197,12,49,404,1529
890211,22,638,5544,24977
890248,2,2,13,57
890266,2,7,49,195
890309,22,2434,38051,254964
890433,18,1197,10338,51012
890465,17,68,563,2347
890492,6,52,477,1757
890508,8,1020,15036,72420
890551,25,2533,39182,209648
890688,30,844,8515,30306
890720,9,109,883,3511
890739,5,7,71,207
890757,4,339,2642,10007
890803,20,2486,47113,347659
890926,19,443,4193,20237
890959,16,92,769,3069
890985,6,134,1272,5348
891003,6,956,10887,44980
891031,63,3367,33969,220368
891110,61,1000,10867,107041
891249,57,4693,60332,735426
891321,59,830,10975,100524
891417,9,33,421,2135
891462,60,3808,41711,312826
891536,61,846,9437,90014
891674,63,5549,64585,620172
891750,59,606,8490,74165
891903,89,6990,106491,2056691
892003,13,142,1598,5229
892018,11,16,138,514
892039,38,2919,78129,1170284
892151,81,6033,108739,2392909
892245,12,366,2795,11587
892266,2,1,8,27
892279,45,3205,66903,1048760
892395,77,7462,120302,1969413
892495,29,1638,19000,113448
892533,37,2966,73526,1148049
892644,81,6524,118081,2348712
892738,12,201,1712,6923
892758,7,66,648,2610
892772,45,3076,63407,951730
892890,72,5585,86946,1306660
892966,2,49,388,1385
892985,15,209,1910,8015
893004,12,231,2339,8215
893028,36,2934,76060,1195681
893130,5,1,8,35
893138,80,5752,83589,1088403
893231,13,1056,10384,58658
893246,10,8,182,929
893266,45,3456,65645,984390
893383,81,6709,99851,2013112
893480,9,141,1356,4448
893493,15,771,8580,42506
893519,38,3071,77386,1121481
893631,81,6830,118140,2373877
893724,26,202,1720,6311
893760,43,3282,64160,759874
893876,79,5794,91962,1567625
893970,32,924,10314,51545
894013,37,2860,73075,1215900
894124,80,5917,105833,2349815
894223,6,4,34,115
894238,7,31,301,1029
894256,41,2954,66119,1089302
894368,82,7606,124226,2096187
894467,12,22,188,690
894483,9,421,4376,16856
894508,36,2792,72867,1172001
894617,84,6471,104727,1958227
894712,16,766,6785,36196
894746,45,3153,66692,1069767
894863,77,6273,85429,1432224
894961,10,42,322,1192
894976,10,258,2556,9916
895000,38,2854,70742,1062182
895045,7,12,142,615
895111,41,2746,64756,2112608
895159,31,1506,18226,123618
895203,14,492,4377,20510
895225,9,50,468,1773
895240,45,2561,55082,850623
895356,77,6227,91006,1538596
895451,12,588,4937,20655
895470,11,619,6444,31035
895492,39,2423,66079,1072836
895604,79,4510,84021,2044833
895702,21,876,9139,45142
895733,44,2559,54102,845639
895850,82,6239,94613,1615891
895951,6,66,474,1792
895963,12,187,1887,8091
895986,38,2358,57666,925920
896098,80,5183,86891,1661132
896194,8,20,176,723
896208,10,557,6141,27763
896228,43,2556,55484,851068
896343,81,6186,88121,1505863
896433,9,15,192,943
896457,10,228,2146,8713
896480,37,3073,67277,932176
896591,78,5450,97222,2189455
896716,48,2882,60964,911044
896921,311,20173,301478,4952933
897285,165,11520,199833,3519304
897454,44,200,1814,9516
897502,5,4,34,133
897511,84,6376,93123,1626224
897647,312,19360,285488,5025851
897997,27,1527,45696,679124
898034,183,12671,211424,3335868
898244,27,967,41073,681952
898281,183,11491,216997,3519926
898490,27,1104,41456,652100
898527,183,12916,213045,3263613
898737,27,1440,45970,716616
898775,182,11821,221051,3746577
898984,26,911,39516,627757
899020,184,13425,217340,3263275
899222,8,6,66,217
899232,26,775,34620,604202
899268,182,12173,224949,3760734
899477,26,1256,43412,665758
899514,183,13030,214254,3305190
899724,27,934,40959,703096
899761,120,7920,112161,1946469
899883,61,3674,113779,2267375
899970,27,1420,45188,691174
900007,183,13733,221904,3343679
900217,27,1094,39715,650644
900254,183,12486,216634,3629974
900464,26,912,41200,637680
900500,184,13293,215205,3284534
900711,27,1708,50487,745623
900747,184,13001,231484,3740097
900957,26,913,39321,628562
900993,184,13500,216402,3319909
901204,27,1704,50164,735981
901241,183,12681,225883,3710429
901450,26,1617,45082,697011
901486,185,13938,223488,3467948
901697,28,948,40760,691653
901734,183,12700,223073,3739106
901944,26,916,40267,639129
901980,184,13264,215661,3356422
902191,27,1751,48315,742435
902228,182,12555,237567,3785739
902438,25,787,32848,563724
902473,184,13624,217021,3448741
902684,27,1396,44176,730868
902721,182,13293,232935,3846321
903171,7,335,2690,10223
903189,3,2,17,60
903311,9,9,98,306
903328,5,3,26,109
903449,6,6,57,234
903484,5,7,54,189
903497,10,64,563,2126
903626,7,10,87,334
903711,9,3,68,297
903798,6,81,711,2575
903815,5,3,25,83
903888,9,5,63,287
903954,6,10,85,306
904138,8,214,2120,8023
904155,8,41,317,1222
904241,8,160,1726,5935
904403,11,70,572,2298
904486,8,257,2700,10490
904603,6,4,69,268
904630,9,182,1792,6507
904654,7,4,31,113
904735,5,10,88,310
904895,15,232,2114,10429
904978,9,98,962,3360
905124,6,584,6300,23807
905143,10,85,737,2973
905226,10,192,2146,6996
905373,6,2,22,64
905388,12,102,870,3597
905427,9,24,296,1414
905472,9,190,2034,7552
905618,5,246,2548,9191
905637,9,23,195,718
905724,3,1,10,33
905882,17,248,2202,10731
905966,8,245,2682,10193
906110,10,437,4564,17529
906130,7,22,193,764
906214,11,52,518,1732
906360,6,1,9,29
906371,17,120,1045,4443
906460,8,386,3830,13748
906604,10,676,7005,26107
906626,2,1,6,24
906707,12,293,3264,10977
906724,5,2,22,80
906853,5,1,7,32
906868,13,290,2564,11209
906951,10,296,3307,11818
907098,9,445,4788,18188
907115,13,36,289,1142
907201,7,114,1012,3476
907298,7,16,198,826
907347,3,2,16,55
907357,8,16,193,864
907367,6,25,208,757
907445,10,238,2527,9727
907591,8,286,3003,10600
907694,9,37,360,1271
907840,3,1,9,27
907855,13,226,2019,9175
907941,7,55,561,1966
908084,5,632,6458,27601
908092,5,1,8,37
908103,10,4,30,135
908187,12,1037,12382,45994
908307,1,1,7,26
908333,3,3,22,79
908349,13,110,915,3705
908434,11,296,3152,11690
908577,9,641,6888,27185
908597,9,6,51,195
908682,9,60,628,2047
908797,3,1,6,24
908826,3,2,15,55
908841,14,297,2624,13201
908927,7,75,742,2536
908945,4,1,15,35
909158,30,862,7259,32098
909214,31,286,2686,13639
909367,12,77,646,2820
909389,15,60,504,2003
909409,29,43,393,1622
909450,11,50,471,2176
909518,6,4,37,147
909580,35,822,7478,28969
909642,28,194,1717,8069
909794,9,84,761,3284
909805,6,6,65,296
909813,12,37,540,2984
909828,8,22,297,1474
909841,4,1,7,25
909849,16,146,1358,5908
909873,17,82,759,3500
910010,31,1130,10177,45104
910068,30,367,3387,17728
910248,30,1379,13705,55300
910316,5,5,35,128
910360,23,2252,37281,284047
910485,21,415,3611,15479
910518,18,78,647,2605
910545,6,24,205,759
910563,5,212,2023,6738
910607,23,1832,21761,122385
910744,9,901,9383,42097
910763,2,1,8,26
910769,1,1,6,24
910854,23,1010,11708,50051
910977,22,873,7992,35271
911014,15,148,1273,5625
911038,6,250,2293,10328
911055,8,886,8688,41714
911098,25,1448,16670,93493
911224,4,1,7,26
911234,39,832,7290,32966
911286,4,82,905,3014
911307,1,17,136,451
911347,22,2051,28021,151015
911472,20,1272,11058,50019
911506,3,1,11,31
911513,9,11,88,337
911532,6,168,1442,6124
911549,6,766,9100,33557
911593,24,2190,31555,249941
911626,10,35,403,1993
911727,14,790,6899,31546
911744,13,276,2756,11788
911780,4,3,22,86
911796,7,77,628,2296
911843,20,1943,25356,141680
911966,18,962,8967,38085
911997,18,450,4017,18209
912025,7,46,395,1608
912042,7,641,7014,35327
912088,23,2352,32971,263905
912220,14,504,4138,17276
912237,22,57,533,2074
912290,5,7,54,190
912334,22,2140,31295,206965
912459,21,916,7902,39333
912492,18,203,1780,7930
912518,7,48,412,1623
912540,1,1,8,26
912579,24,1913,24714,156231
912714,14,1164,11871,59393
912732,15,214,2117,9126
912749,2,1,7,25
912766,5,30,268,1012
912786,2,23,232,710
912828,21,2124,34130,200847
912952,20,1483,15534,78035
912983,18,188,1678,6846
913011,6,48,458,1681
913027,10,933,11707,74002
913039,8,4,37,163
913070,27,2172,31827,263876
913112,6,1,11,58
913207,31,1060,9463,47526
913276,5,323,2434,9648
913323,19,999,12766,44878
913445,19,979,9306,39923
913479,18,120,1061,4364
913505,7,311,2930,12098
913522,8,1051,13275,84434
913566,25,2336,30723,223314
913600,12,32,450,2532
913647,5,1,7,26
913685,4,1,7,25
913699,17,780,7743,32251
913719,10,2,15,52
913814,24,1953,31580,177072
913938,20,328,2914,12567
913974,16,638,5679,27571
913998,6,169,1612,6370
914015,7,867,8906,45337
914059,24,2182,35809,240474
914092,9,5,79,347
914193,16,857,7618,36275
914211,22,167,1449,6087
914252,9,20,251,1080
914313,18,2159,37146,263423
914433,18,744,6265,30939
914465,19,449,3965,17821
914491,6,39,344,1274
914507,9,900,10369,50790
914551,26,2119,28772,199899
914686,16,342,2644,10780
914704,13,70,605,2406
914722,7,5,39,146
914741,3,3,29,95
914801,22,2051,28896,175771
914835,5,2,19,62
914926,19,759,6658,28834
914959,16,365,2937,11977
914985,7,124,1226,4713
915003,6,926,10168,58447
915034,60,2192,22016,154592
915108,61,845,9927,106855
915252,57,5400,65353,664205
915320,63,792,10218,92049
915462,56,4570,52416,439720
915536,37,477,4960,39965
915580,4,3,25,82
915676,58,3550,38534,304572
915747,13,110,1217,6922
915766,43,582,7809,73975
915904,78,6553,92371,1324758
915998,8,3,24,82
916018,14,260,2372,9520
916038,39,2499,59854,902857
916130,9,36,467,2399
916151,79,5035,89873,2161596
916245,11,7,57,233
916292,32,2563,60382,896791
916396,75,6946,99086,1640945
916491,16,141,1111,4885
916511,11,302,3386,14249
916531,39,2906,74389,1082276
916644,78,5400,94784,2238552
916736,16,792,8605,48957
916758,7,35,317,1141
916773,44,2875,61472,969079
916889,79,6606,92958,1606610
916985,12,38,350,1091
917004,10,359,3623,15510
917025,39,2430,61888,981921
917137,81,5560,88195,1592481
917236,25,155,1268,4900
917266,45,2766,57321,827409
917382,76,6456,96757,1533724
917475,33,938,10000,45542
917520,37,2481,70572,1098044
917630,80,5445,96551,2227121
917727,11,64,539,2213
917742,12,418,4386,18530
917760,44,2722,63769,1015525
917875,76,5908,94940,1919987
917975,8,251,2410,9324
917991,9,333,3451,15028
918013,38,2586,68263,1068674
918124,15,1998,44735,710571
918141,63,2774,31969,229296
918216,3,1,7,26
918225,4,4,33,126
918239,8,31,286,1054
918256,5,36,446,1372
918263,7,11,137,564
918273,25,2429,56846,817987
918370,75,6374,96849,1859879
918466,28,656,6438,30142
918505,39,2310,61719,971664
918587,7,6,57,225
918618,80,5931,95991,1857197
918710,12,2,17,60
918732,8,47,435,1521
918747,44,2684,58200,912809
918862,79,7172,95482,1228124
918957,15,24,208,788
918976,10,1035,13534,77246
918999,38,2477,65892,1050963
919077,12,20,237,935
919111,81,5877,97040,2076141
919205,12,689,6695,35144
919240,45,2441,52358,931870
919357,79,7082,110618,2165501
919451,13,16,138,512
919470,9,195,1912,6996
919493,38,2494,69005,1055367
919604,81,5989,104449,2144596
919718,6,2,15,54
919737,41,2510,55229,882668
919848,85,6492,99383,1778435
919944,12,20,176,677
919965,10,122,1148,4057
919988,36,2632,64017,908481
920097,79,5666,101504,2401455
920192,11,12,109,429
920206,12,112,1085,4423
920226,45,2687,59390,956697
920343,77,7133,104100,994958
920427,5,54,409,1669
920440,10,128,1139,3893
920458,11,112,1034,3824
920479,38,2586,75353,1178411
920546,8,9,108,475
920590,84,5996,108172,2292136
920685,15,595,5087,24030
920705,9,49,408,1582
920717,47,2886,64328,1013208
920853,6,3,36,156
920921,310,17795,269776,4311542
921233,5,2,19,71
921287,164,12287,203352,3566990
921454,142,8391,116060,1753884
921649,312,20527,287155,4502362
921999,25,1571,46500,670767
922035,184,13722,237057,3651375
922246,27,936,40651,708377
922283,182,12575,233954,3911987
922470,4,1,10,36
922492,26,1609,48768,688913
922528,184,13086,219334,3330357
922739,27,940,42325,707297
922776,183,11994,218127,3709838
922985,26,928,40818,661653
923022,183,14335,231250,3443974
923232,28,928,41306,700349
923269,183,12622,224953,3757426
923479,26,937,38786,634555
923515,184,14223,228688,3464671
923726,27,1213,41643,698520
923762,183,13050,228686,3762500
923973,25,930,40411,649494
924008,184,12572,212697,3389701
924219,26,929,41715,703659
924256,183,12504,225972,3709197
924466,25,926,38849,619604
924502,183,13356,222994,3405686
924712,27,1041,43528,690066
924749,183,12902,229000,3814595
924959,26,1184,40825,635702
924995,184,13749,225582,3490850
925206,26,1767,50080,762651
925242,183,12644,226668,3827515
925452,26,1044,41545,672598
925488,184,13850,225082,3483875
925699,27,936,41089,714417
925736,183,12822,226970,3730414
925945,27,931,41392,676955
925981,184,14330,224390,3462976
926193,26,1027,41837,700019
926229,183,12812,221926,3700168
926439,26,924,39025,652353
926475,184,14662,236049,3569984
926686,27,1616,45636,738318
926723,183,12678,229627,3773626
927173,8,61,477,1786
927188,5,19,162,605
927313,7,4,38,119
927329,6,24,228,819
927397,10,10,109,423
927624,10,28,257,1062
927799,7,23,235,777
927816,1,1,8,27
927914,8,6,69,316
927943,18,13,106,371
928139,9,533,6165,22996
928157,11,58,484,1732
928243,9,788,8392,30263
928405,11,73,605,2469
928489,7,284,2624,9189
928596,8,4,44,203
928632,6,112,1113,3960
928656,6,4,33,112
928735,9,410,4153,14712
928881,6,7,54,209
928896,15,208,1861,8592
928949,3,1,12,31
928954,10,20,321,1798
928980,9,180,1754,6345
929126,5,265,2659,9690
929148,9,32,255,1005
929230,11,88,1020,3133
929376,2,1,6,24
929391,11,94,812,3351
929408,3,55,467,1647
929413,9,3,27,148
929474,10,185,1814,6840
929619,8,604,5841,23427
929641,4,6,46,170
929723,8,80,879,2906
929868,2,2,17,62
929885,11,63,528,2036
929968,9,257,2617,10157
930113,9,459,5188,17310
930136,6,6,49,174
930216,10,46,405,1464
930284,9,5,77,481
930377,12,220,2104,8439
930461,8,114,1112,4063
930606,6,463,4818,19738
930627,9,24,194,799
930710,7,83,845,2941
930871,12,115,1051,4186
930954,10,558,6264,22828
931099,9,922,9861,42026
931118,11,79,645,2477
931204,9,29,291,929
931290,7,10,119,428
931348,4,5,46,155
931363,14,81,703,2913
931448,8,241,2512,9072
931592,9,733,8380,31555
931613,6,38,322,1137
931856,11,133,1202,4911
931871,5,3,26,89
931941,9,286,2860,11008
932085,9,668,7317,28435
932107,8,21,164,627
932189,9,15,172,526
932335,4,4,31,107
932354,10,9,78,262
932435,8,365,3379,12567
932579,9,548,6078,21982
932595,10,6,50,180
932684,10,1059,13057,43027
932828,4,2,15,60
932843,13,302,2676,13047
932928,8,86,933,3223
933157,30,653,5820,22089
933215,28,440,4685,27929
933366,15,171,1571,7302
933391,12,34,279,1080
933409,3,8,73,236
933426,13,173,1531,7226
933450,14,152,1658,7551
933584,30,961,9059,39812
933628,3,1,6,30
933643,31,359,3682,20595
933793,14,142,1284,5547
933816,14,174,1535,6280
933837,11,5,46,180
933853,11,150,1430,6006
933876,15,122,1178,5782
934013,24,1147,12117,47214
934040,1,1,7,25
934055,5,1,9,43
934074,22,190,1663,8331
934248,15,314,2625,11779
934266,15,95,754,2823
934301,3,2,19,66
934318,4,6,43,159
934362,21,2194,34760,219095
934485,18,394,3362,15276
934519,19,102,857,3540
934545,6,23,209,764
934560,9,1017,14625,88587
934606,24,2099,25008,170782
934741,40,735,6182,28197
934793,4,17,133,463
934809,5,171,1246,4830
934858,20,2198,32881,211360
934978,20,497,4499,18711
935012,21,422,3750,16959
935038,6,61,554,1948
935056,7,441,3603,15938
935098,25,1857,23174,125171
935234,17,1327,14030,70359
935289,2,2,17,56
935302,7,897,8617,44168
935347,25,2270,31125,210260
935472,20,1790,16464,98616
935505,20,260,2192,8839
935531,6,68,619,2452
935549,6,414,4082,17759
935590,26,2112,26879,183766
935726,14,86,706,3047
935745,24,610,5456,21993
935796,6,517,4894,19045
935841,23,2153,33925,201903
935965,21,485,4165,16792
936001,14,38,317,1244
936025,6,45,374,1433
936043,5,76,527,2171
936083,27,2298,29150,198949
936220,7,19,143,553
936229,11,16,235,1068
936243,6,36,328,1233
936275,2,4,32,117
936290,5,2,16,57
936334,22,2233,35140,248329
936394,5,1,13,53
936459,20,491,4197,20351
936489,25,176,1477,5877
936517,8,178,1703,7018
936527,9,27,268,1084
936538,5,492,3953,16242
936581,22,2039,29186,167977
936715,3,1,8,29
936729,18,793,6763,30242
936749,5,4,36,128
936783,6,489,4473,16897
936826,24,2238,35129,267889
936951,19,445,4087,18478
936989,13,188,1633,6990
937011,7,25,229,876
937027,9,807,8379,39468
937072,26,1719,18567,95106
937195,26,409,3583,14729
937226,21,347,3101,12364
937262,1,4,34,111
937323,20,2249,37212,268754
937405,8,28,293,1188
937445,18,277,2488,10775
937479,18,427,3564,15100
937505,7,122,1083,4112
937523,6,895,9387,50084
937564,27,2281,29609,198431
937694,19,553,5658,25324
937715,25,306,2513,10897
937744,7,2,40,172
937756,2,1,9,28
937770,3,1,6,24
937816,20,2133,30085,199723
937939,17,313,2825,13557
937973,16,110,913,3802
937997,8,342,3490,17463
938015,7,20,168,576
938061,23,2240,33816,239015
938181,6,2,15,53
938193,15,800,7063,31016
938213,15,387,3507,15546
938263,5,300,2064,8497
938309,20,2249,36036,259865
